# 实体清单（T0 全量覆盖）—— 脚本产出，⛔ 不许手写
# 口径：每行 = 一个盘上真实实体；`状态数` = 该实体在 策划/状态矩阵.tsv 里展开的行数
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md（三张 .tsv 按「稳定排序、两次运行逐字节相同」硬要求不写挂钟时刻）
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
# 判据类型：脚本断言 / 参考物比对 / 并排图 / 阻塞(登记)
维度	实体	载体/路径	出处	状态数	判据类型	归属片
D2几何	tile:Objects/town_objects/052	client/Assets/Resources/Clover/D2/Objects/town_objects/052.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:204 (键 town_objects/052  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/052.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/053	client/Assets/Resources/Clover/D2/Objects/town_objects/053.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:209 (键 town_objects/053  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/053.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/054	client/Assets/Resources/Clover/D2/Objects/town_objects/054.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:193 (键 town_objects/054  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/054.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/055	client/Assets/Resources/Clover/D2/Objects/town_objects/055.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:194 (键 town_objects/055  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/055.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/056	client/Assets/Resources/Clover/D2/Objects/town_objects/056.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:194 (键 town_objects/056  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/056.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/057	client/Assets/Resources/Clover/D2/Objects/town_objects/057.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:194 (键 town_objects/057  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/057.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/058	client/Assets/Resources/Clover/D2/Objects/town_objects/058.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:194 (键 town_objects/058  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/058.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/068	client/Assets/Resources/Clover/D2/Objects/town_objects/068.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:209 (键 town_objects/068  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/068.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/069	client/Assets/Resources/Clover/D2/Objects/town_objects/069.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:210 (键 town_objects/069  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/069.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/080	client/Assets/Resources/Clover/D2/Objects/town_objects/080.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:210 (键 town_objects/080  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/080.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/085	client/Assets/Resources/Clover/D2/Objects/town_objects/085.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:208 (键 town_objects/085  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/085.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/086	client/Assets/Resources/Clover/D2/Objects/town_objects/086.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:208 (键 town_objects/086  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/086.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/087	client/Assets/Resources/Clover/D2/Objects/town_objects/087.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:197 (键 town_objects/087  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/087.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/088	client/Assets/Resources/Clover/D2/Objects/town_objects/088.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:191 (键 town_objects/088  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/088.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/089	client/Assets/Resources/Clover/D2/Objects/town_objects/089.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:193 (键 town_objects/089  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/089.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_objects/090	client/Assets/Resources/Clover/D2/Objects/town_objects/090.png	client/Assets/Scripts/Module/Map/MapGenTownLayout.cs:192 (键 town_objects/090  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_objects/090.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/000	client/Assets/Resources/Clover/D2/Objects/town_trees/000.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1914 (键 town_trees/000  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/000.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/001	client/Assets/Resources/Clover/D2/Objects/town_trees/001.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/001  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/001.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/009	client/Assets/Resources/Clover/D2/Objects/town_trees/009.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/009  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/009.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/010	client/Assets/Resources/Clover/D2/Objects/town_trees/010.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/010  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/010.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/018	client/Assets/Resources/Clover/D2/Objects/town_trees/018.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/018  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/018.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/019	client/Assets/Resources/Clover/D2/Objects/town_trees/019.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1917 (键 town_trees/019  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/019.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/027	client/Assets/Resources/Clover/D2/Objects/town_trees/027.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1921 (键 town_trees/027  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/027.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/028	client/Assets/Resources/Clover/D2/Objects/town_trees/028.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1923 (键 town_trees/028  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/028.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/036	client/Assets/Resources/Clover/D2/Objects/town_trees/036.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1972 (键 town_trees/036  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/036.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/037	client/Assets/Resources/Clover/D2/Objects/town_trees/037.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1972 (键 town_trees/037  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/037.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/045	client/Assets/Resources/Clover/D2/Objects/town_trees/045.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1976 (键 town_trees/045  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/045.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/046	client/Assets/Resources/Clover/D2/Objects/town_trees/046.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1978 (键 town_trees/046  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/046.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/054	client/Assets/Resources/Clover/D2/Objects/town_trees/054.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1941 (键 town_trees/054  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/054.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/055	client/Assets/Resources/Clover/D2/Objects/town_trees/055.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1947 (键 town_trees/055  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/055.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/063	client/Assets/Resources/Clover/D2/Objects/town_trees/063.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/063  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/063.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/064	client/Assets/Resources/Clover/D2/Objects/town_trees/064.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/064  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/064.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/072	client/Assets/Resources/Clover/D2/Objects/town_trees/072.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/072  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/072.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/073	client/Assets/Resources/Clover/D2/Objects/town_trees/073.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/073  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/073.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/081	client/Assets/Resources/Clover/D2/Objects/town_trees/081.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/081  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/081.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/082	client/Assets/Resources/Clover/D2/Objects/town_trees/082.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/082  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/082.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/090	client/Assets/Resources/Clover/D2/Objects/town_trees/090.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/090  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/090.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/091	client/Assets/Resources/Clover/D2/Objects/town_trees/091.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/091  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/091.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/099	client/Assets/Resources/Clover/D2/Objects/town_trees/099.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1915 (键 town_trees/099  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/099.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/100	client/Assets/Resources/Clover/D2/Objects/town_trees/100.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1916 (键 town_trees/100  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/100.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/108	client/Assets/Resources/Clover/D2/Objects/town_trees/108.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1970 (键 town_trees/108  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/108.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Objects/town_trees/109	client/Assets/Resources/Clover/D2/Objects/town_trees/109.png	client/Assets/Scripts/Module/Map/MapGenWildLayout.cs:1972 (键 town_trees/109  ⇒ 盘上=client/Assets/Resources/Clover/D2/Objects/town_trees/109.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/018	client/Assets/Resources/Clover/D2/Tiles/cave/018.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:242 (键 cave/018  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/018.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/019	client/Assets/Resources/Clover/D2/Tiles/cave/019.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:241 (键 cave/019  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/019.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/020	client/Assets/Resources/Clover/D2/Tiles/cave/020.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:236 (键 cave/020  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/020.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/021	client/Assets/Resources/Clover/D2/Tiles/cave/021.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:235 (键 cave/021  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/021.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/022	client/Assets/Resources/Clover/D2/Tiles/cave/022.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:234 (键 cave/022  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/022.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/023	client/Assets/Resources/Clover/D2/Tiles/cave/023.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:228 (键 cave/023  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/023.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/024	client/Assets/Resources/Clover/D2/Tiles/cave/024.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:227 (键 cave/024  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/024.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/025	client/Assets/Resources/Clover/D2/Tiles/cave/025.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:226 (键 cave/025  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/025.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/026	client/Assets/Resources/Clover/D2/Tiles/cave/026.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:225 (键 cave/026  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/026.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/027	client/Assets/Resources/Clover/D2/Tiles/cave/027.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:220 (键 cave/027  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/027.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/028	client/Assets/Resources/Clover/D2/Tiles/cave/028.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:219 (键 cave/028  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/028.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/029	client/Assets/Resources/Clover/D2/Tiles/cave/029.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:218 (键 cave/029  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/029.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/030	client/Assets/Resources/Clover/D2/Tiles/cave/030.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:200 (键 cave/030  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/030.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/031	client/Assets/Resources/Clover/D2/Tiles/cave/031.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:199 (键 cave/031  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/031.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/032	client/Assets/Resources/Clover/D2/Tiles/cave/032.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:195 (键 cave/032  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/032.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/033	client/Assets/Resources/Clover/D2/Tiles/cave/033.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:194 (键 cave/033  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/033.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/034	client/Assets/Resources/Clover/D2/Tiles/cave/034.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:193 (键 cave/034  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/034.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/035	client/Assets/Resources/Clover/D2/Tiles/cave/035.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:192 (键 cave/035  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/035.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/036	client/Assets/Resources/Clover/D2/Tiles/cave/036.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/036  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/036.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/037	client/Assets/Resources/Clover/D2/Tiles/cave/037.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/037  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/037.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/038	client/Assets/Resources/Clover/D2/Tiles/cave/038.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/038  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/038.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/039	client/Assets/Resources/Clover/D2/Tiles/cave/039.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/039  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/039.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/040	client/Assets/Resources/Clover/D2/Tiles/cave/040.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/040  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/040.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/041	client/Assets/Resources/Clover/D2/Tiles/cave/041.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/041  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/041.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/042	client/Assets/Resources/Clover/D2/Tiles/cave/042.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/042  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/042.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/043	client/Assets/Resources/Clover/D2/Tiles/cave/043.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/043  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/043.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/044	client/Assets/Resources/Clover/D2/Tiles/cave/044.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/044  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/044.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/045	client/Assets/Resources/Clover/D2/Tiles/cave/045.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/045  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/045.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/046	client/Assets/Resources/Clover/D2/Tiles/cave/046.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/046  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/046.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/047	client/Assets/Resources/Clover/D2/Tiles/cave/047.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/047  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/047.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/048	client/Assets/Resources/Clover/D2/Tiles/cave/048.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/048  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/048.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/049	client/Assets/Resources/Clover/D2/Tiles/cave/049.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:190 (键 cave/049  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/049.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/050	client/Assets/Resources/Clover/D2/Tiles/cave/050.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/050  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/050.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/051	client/Assets/Resources/Clover/D2/Tiles/cave/051.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/051  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/051.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/052	client/Assets/Resources/Clover/D2/Tiles/cave/052.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:188 (键 cave/052  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/052.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/053	client/Assets/Resources/Clover/D2/Tiles/cave/053.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:246 (键 cave/053  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/053.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/054	client/Assets/Resources/Clover/D2/Tiles/cave/054.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:245 (键 cave/054  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/054.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/055	client/Assets/Resources/Clover/D2/Tiles/cave/055.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:244 (键 cave/055  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/055.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/056	client/Assets/Resources/Clover/D2/Tiles/cave/056.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:243 (键 cave/056  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/056.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/057	client/Assets/Resources/Clover/D2/Tiles/cave/057.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:240 (键 cave/057  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/057.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/058	client/Assets/Resources/Clover/D2/Tiles/cave/058.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:239 (键 cave/058  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/058.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/059	client/Assets/Resources/Clover/D2/Tiles/cave/059.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:238 (键 cave/059  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/059.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/060	client/Assets/Resources/Clover/D2/Tiles/cave/060.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:237 (键 cave/060  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/060.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/061	client/Assets/Resources/Clover/D2/Tiles/cave/061.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:2341 (键 cave/061  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/061.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/062	client/Assets/Resources/Clover/D2/Tiles/cave/062.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:2340 (键 cave/062  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/062.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/063	client/Assets/Resources/Clover/D2/Tiles/cave/063.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:2339 (键 cave/063  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/063.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/064	client/Assets/Resources/Clover/D2/Tiles/cave/064.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:2338 (键 cave/064  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/064.png)	3	脚本断言	D1D2D3资产与几何
D2几何	tile:Tiles/cave/065	client/Assets/Resources/Clover/D2/Tiles/cave/065.png	client/Assets/Scripts/Module/Map/MapGenCaveLayout.cs:231 (键 cave/065  ⇒ 盘上=client/Assets/Resources/Clover/D2/Tiles/cave/065.png)	3	脚本断言	D1D2D3资产与几何
